id,date,store,item,Sales
196,1/17/2018,3,1,37
197,1/18/2018,3,1,38
198,1/19/2018,3,1,39
199,1/20/2018,3,1,40
200,1/21/2018,3,1,41
201,1/22/2018,3,1,42
202,1/23/2018,3,1,43
203,1/24/2018,3,1,44
204,1/25/2018,3,1,45
205,1/26/2018,3,1,46
206,1/27/2018,3,1,47
207,1/28/2018,3,1,48
208,1/29/2018,3,1,49
209,1/30/2018,3,1,50
210,1/31/2018,3,1,51
211,2/1/2018,3,1,52
212,2/2/2018,3,1,53
213,2/3/2018,3,1,54
214,2/4/2018,3,1,55
215,2/5/2018,3,1,56
216,2/6/2018,3,1,57
217,2/7/2018,3,1,58
218,2/8/2018,3,1,59
219,2/9/2018,3,1,60
220,2/10/2018,3,1,61
221,2/11/2018,3,1,62
222,2/12/2018,3,1,63
223,2/13/2018,3,1,64
224,2/14/2018,3,1,65
225,2/15/2018,3,1,66
226,2/16/2018,3,1,67
227,2/17/2018,3,1,68
228,2/18/2018,3,1,69
229,2/19/2018,3,1,70
230,2/20/2018,3,1,71
231,2/21/2018,3,1,72
232,2/22/2018,3,1,73
233,2/23/2018,3,1,74
234,2/24/2018,3,1,75
235,2/25/2018,3,1,76
236,2/26/2018,3,1,77
237,2/27/2018,3,1,78
238,2/28/2018,3,1,79
239,3/1/2018,3,1,80
240,3/2/2018,3,1,81
241,3/3/2018,3,1,82
242,3/4/2018,3,1,83
243,3/5/2018,3,1,84
244,3/6/2018,3,1,85
245,3/7/2018,3,1,86
246,3/8/2018,3,1,87
247,3/9/2018,3,1,88
248,3/10/2018,3,1,89
249,3/11/2018,3,1,90
250,3/12/2018,3,1,91
251,3/13/2018,3,1,92
252,3/14/2018,3,1,93
253,3/15/2018,3,1,94
254,3/16/2018,3,1,95
255,3/17/2018,3,1,96
256,3/18/2018,3,1,97
257,3/19/2018,3,1,98
258,3/20/2018,3,1,13
259,3/21/2018,3,1,14
260,3/22/2018,3,1,15
261,3/23/2018,3,1,16
262,3/24/2018,3,1,17
263,3/25/2018,3,1,18
264,3/26/2018,3,1,19
265,3/27/2018,3,1,20
266,3/28/2018,3,1,21
267,3/29/2018,3,1,22
268,3/30/2018,3,1,23
269,3/31/2018,3,1,24
270,1/1/2018,4,1,25
271,1/2/2018,4,1,26
272,1/3/2018,4,1,27
273,1/4/2018,4,1,28
274,1/5/2018,4,1,29
275,1/6/2018,4,1,30
276,1/7/2018,4,1,31
277,1/8/2018,4,1,32
278,1/9/2018,4,1,33
279,1/10/2018,4,1,34
280,1/11/2018,4,1,35
281,1/12/2018,4,1,36
282,1/13/2018,4,1,37
283,1/14/2018,4,1,38
284,1/15/2018,4,1,39
285,1/16/2018,4,1,40
286,1/17/2018,4,1,41
287,1/18/2018,4,1,42
288,1/19/2018,4,1,43
289,1/20/2018,4,1,44
290,1/21/2018,4,1,45
291,1/22/2018,4,1,46
292,1/23/2018,4,1,47
293,1/24/2018,4,1,48
294,1/25/2018,4,1,49
295,1/26/2018,4,1,50
296,1/27/2018,4,1,51
297,1/28/2018,4,1,52
298,1/29/2018,4,1,53
299,1/30/2018,4,1,54
300,1/31/2018,4,1,55
301,2/1/2018,4,1,56
302,2/2/2018,4,1,57
303,2/3/2018,4,1,58
304,2/4/2018,4,1,59
305,2/5/2018,4,1,60
306,2/6/2018,4,1,61
307,2/7/2018,4,1,62
308,2/8/2018,4,1,63
309,2/9/2018,4,1,64
310,2/10/2018,4,1,65
311,2/11/2018,4,1,66
312,2/12/2018,4,1,67
313,2/13/2018,4,1,68
314,2/14/2018,4,1,69
315,2/15/2018,4,1,70
316,2/16/2018,4,1,71
317,2/17/2018,4,1,72
318,2/18/2018,4,1,73
319,2/19/2018,4,1,74
320,2/20/2018,4,1,75
321,2/21/2018,4,1,76
322,2/22/2018,4,1,77
323,2/23/2018,4,1,78
324,2/24/2018,4,1,79
325,2/25/2018,4,1,80
326,2/26/2018,4,1,81
327,2/27/2018,4,1,82
328,2/28/2018,4,1,83
329,3/1/2018,4,1,84
330,3/2/2018,4,1,85
331,3/3/2018,4,1,86
332,3/4/2018,4,1,87
333,3/5/2018,4,1,88
334,3/6/2018,4,1,89
335,3/7/2018,4,1,90
336,3/8/2018,4,1,91
337,3/9/2018,4,1,92
338,3/10/2018,4,1,93
339,3/11/2018,4,1,94
340,3/12/2018,4,1,95
341,3/13/2018,4,1,96
342,3/14/2018,4,1,97
343,3/15/2018,4,1,98
344,3/16/2018,4,1,13
345,3/17/2018,4,1,14
346,3/18/2018,4,1,15
347,3/19/2018,4,1,16
348,3/20/2018,4,1,17
349,3/21/2018,4,1,18
350,3/22/2018,4,1,19
351,3/23/2018,4,1,20
352,3/24/2018,4,1,21
353,3/25/2018,4,1,22
354,3/26/2018,4,1,23
355,3/27/2018,4,1,24
356,3/28/2018,4,1,25
357,3/29/2018,4,1,26
358,3/30/2018,4,1,27
359,3/31/2018,4,1,28
360,1/1/2018,5,1,29
361,1/2/2018,5,1,30
362,1/3/2018,5,1,31
363,1/4/2018,5,1,32
364,1/5/2018,5,1,33
365,1/6/2018,5,1,34
366,1/7/2018,5,1,35
367,1/8/2018,5,1,36
368,1/9/2018,5,1,37
369,1/10/2018,5,1,38
370,1/11/2018,5,1,39
371,1/12/2018,5,1,40
372,1/13/2018,5,1,41
373,1/14/2018,5,1,42
374,1/15/2018,5,1,43
375,1/16/2018,5,1,44
376,1/17/2018,5,1,45
377,1/18/2018,5,1,46
378,1/19/2018,5,1,47
379,1/20/2018,5,1,48
380,1/21/2018,5,1,49
381,1/22/2018,5,1,50
382,1/23/2018,5,1,51
383,1/24/2018,5,1,52
384,1/25/2018,5,1,53
385,1/26/2018,5,1,54
386,1/27/2018,5,1,55
387,1/28/2018,5,1,56
388,1/29/2018,5,1,57
389,1/30/2018,5,1,58
390,1/31/2018,5,1,59
391,2/1/2018,5,1,60
392,2/2/2018,5,1,61
393,2/3/2018,5,1,62
394,2/4/2018,5,1,63
395,2/5/2018,5,1,64
396,2/6/2018,5,1,65
397,2/7/2018,5,1,66
398,2/8/2018,5,1,67
399,2/9/2018,5,1,68
400,2/10/2018,5,1,69
401,2/11/2018,5,1,70
402,2/12/2018,5,1,71
403,2/13/2018,5,1,72
404,2/14/2018,5,1,73
405,2/15/2018,5,1,74
406,2/16/2018,5,1,75
407,2/17/2018,5,1,76
408,2/18/2018,5,1,77
409,2/19/2018,5,1,78
410,2/20/2018,5,1,79
411,2/21/2018,5,1,80
412,2/22/2018,5,1,81
413,2/23/2018,5,1,82
414,2/24/2018,5,1,83
415,2/25/2018,5,1,84
416,2/26/2018,5,1,85
417,2/27/2018,5,1,86
418,2/28/2018,5,1,87
419,3/1/2018,5,1,88
420,3/2/2018,5,1,89
421,3/3/2018,5,1,90
422,3/4/2018,5,1,91
423,3/5/2018,5,1,92
424,3/6/2018,5,1,93
425,3/7/2018,5,1,94
426,3/8/2018,5,1,95
427,3/9/2018,5,1,96
428,3/10/2018,5,1,97
429,3/11/2018,5,1,98
430,3/12/2018,5,1,99
431,3/13/2018,5,1,47
432,3/14/2018,5,1,48
433,3/15/2018,5,1,49
434,3/16/2018,5,1,50
435,3/17/2018,5,1,51
436,3/18/2018,5,1,52
437,3/19/2018,5,1,53
438,3/20/2018,5,1,54
439,3/21/2018,5,1,55
440,3/22/2018,5,1,56
441,3/23/2018,5,1,57
442,3/24/2018,5,1,58
443,3/25/2018,5,1,59
444,3/26/2018,5,1,60
445,3/27/2018,5,1,61
446,3/28/2018,5,1,62
447,3/29/2018,5,1,63
448,3/30/2018,5,1,64
449,3/31/2018,5,1,65
450,1/1/2018,6,1,66
451,1/2/2018,6,1,67
452,1/3/2018,6,1,68
453,1/4/2018,6,1,69
454,1/5/2018,6,1,70
455,1/6/2018,6,1,71
456,1/7/2018,6,1,72
457,1/8/2018,6,1,73
458,1/9/2018,6,1,74
459,1/10/2018,6,1,75
460,1/11/2018,6,1,76
461,1/12/2018,6,1,77
462,1/13/2018,6,1,78
463,1/14/2018,6,1,79
464,1/15/2018,6,1,80
465,1/16/2018,6,1,81
466,1/17/2018,6,1,82
467,1/18/2018,6,1,83
468,1/19/2018,6,1,84
469,1/20/2018,6,1,85
470,1/21/2018,6,1,86
471,1/22/2018,6,1,87
472,1/23/2018,6,1,88
473,1/24/2018,6,1,89
474,1/25/2018,6,1,90
475,1/26/2018,6,1,91
476,1/27/2018,6,1,92
477,1/28/2018,6,1,93
478,1/29/2018,6,1,94
479,1/30/2018,6,1,95
480,1/31/2018,6,1,96
481,2/1/2018,6,1,97
482,2/2/2018,6,1,98
483,2/3/2018,6,1,13
484,2/4/2018,6,1,14
485,2/5/2018,6,1,15
486,2/6/2018,6,1,16
487,2/7/2018,6,1,17
488,2/8/2018,6,1,18
489,2/9/2018,6,1,19
490,2/10/2018,6,1,20
491,2/11/2018,6,1,21
492,2/12/2018,6,1,22
493,2/13/2018,6,1,23
494,2/14/2018,6,1,24
495,2/15/2018,6,1,25
496,2/16/2018,6,1,26
497,2/17/2018,6,1,27
498,2/18/2018,6,1,28
499,2/19/2018,6,1,29
500,2/20/2018,6,1,30
501,2/21/2018,6,1,31
502,2/22/2018,6,1,32
503,2/23/2018,6,1,33
504,2/24/2018,6,1,34
505,2/25/2018,6,1,35
506,2/26/2018,6,1,36
507,2/27/2018,6,1,37
508,2/28/2018,6,1,38
509,3/1/2018,6,1,39
510,3/2/2018,6,1,40
511,3/3/2018,6,1,41
512,3/4/2018,6,1,42
513,3/5/2018,6,1,43
514,3/6/2018,6,1,44
515,3/7/2018,6,1,45
516,3/8/2018,6,1,46
517,3/9/2018,6,1,47
518,3/10/2018,6,1,48
519,3/11/2018,6,1,49
520,3/12/2018,6,1,50
521,3/13/2018,6,1,51
522,3/14/2018,6,1,52
523,3/15/2018,6,1,53
524,3/16/2018,6,1,54
525,3/17/2018,6,1,55
526,3/18/2018,6,1,56
527,3/19/2018,6,1,57
528,3/20/2018,6,1,58
529,3/21/2018,6,1,59
530,3/22/2018,6,1,60
531,3/23/2018,6,1,61
532,3/24/2018,6,1,62
533,3/25/2018,6,1,63
534,3/26/2018,6,1,64
535,3/27/2018,6,1,65
536,3/28/2018,6,1,66
537,3/29/2018,6,1,67
538,3/30/2018,6,1,68
539,3/31/2018,6,1,69
540,1/1/2018,7,1,70
541,1/2/2018,7,1,71
542,1/3/2018,7,1,72
543,1/4/2018,7,1,73
544,1/5/2018,7,1,74
545,1/6/2018,7,1,75
546,1/7/2018,7,1,76
547,1/8/2018,7,1,77
548,1/9/2018,7,1,78
549,1/10/2018,7,1,79
550,1/11/2018,7,1,80
551,1/12/2018,7,1,81
552,1/13/2018,7,1,82
553,1/14/2018,7,1,83
554,1/15/2018,7,1,84
555,1/16/2018,7,1,85
556,1/17/2018,7,1,86
557,1/18/2018,7,1,87
558,1/19/2018,7,1,88
559,1/20/2018,7,1,89
560,1/21/2018,7,1,90
561,1/22/2018,7,1,91
562,1/23/2018,7,1,92
563,1/24/2018,7,1,93
564,1/25/2018,7,1,94
565,1/26/2018,7,1,95
566,1/27/2018,7,1,96
567,1/28/2018,7,1,97
568,1/29/2018,7,1,98
569,1/30/2018,7,1,99
570,1/31/2018,7,1,13
571,2/1/2018,7,1,14
572,2/2/2018,7,1,15
573,2/3/2018,7,1,16
574,2/4/2018,7,1,17
575,2/5/2018,7,1,18
576,2/6/2018,7,1,19
577,2/7/2018,7,1,20
578,2/8/2018,7,1,21
579,2/9/2018,7,1,22
580,2/10/2018,7,1,23
581,2/11/2018,7,1,24
582,2/12/2018,7,1,25
583,2/13/2018,7,1,26
584,2/14/2018,7,1,27
585,2/15/2018,7,1,28
586,2/16/2018,7,1,29
587,2/17/2018,7,1,30
588,2/18/2018,7,1,31
589,2/19/2018,7,1,32
590,2/20/2018,7,1,33
591,2/21/2018,7,1,34
592,2/22/2018,7,1,35
593,2/23/2018,7,1,36
594,2/24/2018,7,1,37
595,2/25/2018,7,1,38
596,2/26/2018,7,1,39
597,2/27/2018,7,1,40
598,2/28/2018,7,1,41
599,3/1/2018,7,1,42
600,3/2/2018,7,1,43
601,3/3/2018,7,1,44
602,3/4/2018,7,1,45
603,3/5/2018,7,1,46
604,3/6/2018,7,1,47
605,3/7/2018,7,1,48
606,3/8/2018,7,1,49
607,3/9/2018,7,1,50
608,3/10/2018,7,1,51
609,3/11/2018,7,1,52
610,3/12/2018,7,1,53
611,3/13/2018,7,1,54
612,3/14/2018,7,1,55
613,3/15/2018,7,1,56
614,3/16/2018,7,1,57
615,3/17/2018,7,1,58
616,3/18/2018,7,1,59
617,3/19/2018,7,1,60
618,3/20/2018,7,1,61
619,3/21/2018,7,1,62
620,3/22/2018,7,1,63
621,3/23/2018,7,1,64
622,3/24/2018,7,1,65
623,3/25/2018,7,1,66
624,3/26/2018,7,1,67
625,3/27/2018,7,1,68
626,3/28/2018,7,1,69
627,3/29/2018,7,1,70
628,3/30/2018,7,1,71
629,3/31/2018,7,1,72
630,1/1/2018,8,1,73
631,1/2/2018,8,1,74
632,1/3/2018,8,1,75
633,1/4/2018,8,1,76
634,1/5/2018,8,1,77
635,1/6/2018,8,1,78
636,1/7/2018,8,1,79
637,1/8/2018,8,1,80
638,1/9/2018,8,1,81
639,1/10/2018,8,1,82
640,1/11/2018,8,1,83
641,1/12/2018,8,1,84
642,1/13/2018,8,1,85
643,1/14/2018,8,1,86
644,1/15/2018,8,1,87
645,1/16/2018,8,1,88
646,1/17/2018,8,1,89
647,1/18/2018,8,1,90
648,1/19/2018,8,1,91
649,1/20/2018,8,1,92
650,1/21/2018,8,1,93
651,1/22/2018,8,1,94
652,1/23/2018,8,1,95
653,1/24/2018,8,1,96
654,1/25/2018,8,1,97
655,1/26/2018,8,1,98
656,1/27/2018,8,1,13
657,1/28/2018,8,1,14
658,1/29/2018,8,1,15
659,1/30/2018,8,1,16
660,1/31/2018,8,1,17
661,2/1/2018,8,1,18
662,2/2/2018,8,1,19
663,2/3/2018,8,1,20
664,2/4/2018,8,1,21
665,2/5/2018,8,1,22
666,2/6/2018,8,1,23
667,2/7/2018,8,1,24
668,2/8/2018,8,1,25
669,2/9/2018,8,1,26
670,2/10/2018,8,1,27
671,2/11/2018,8,1,28
672,2/12/2018,8,1,29
673,2/13/2018,8,1,30
674,2/14/2018,8,1,31
675,2/15/2018,8,1,32
676,2/16/2018,8,1,33
677,2/17/2018,8,1,34
678,2/18/2018,8,1,35
679,2/19/2018,8,1,36
680,2/20/2018,8,1,37
681,2/21/2018,8,1,38
682,2/22/2018,8,1,39
683,2/23/2018,8,1,40
684,2/24/2018,8,1,41
685,2/25/2018,8,1,42
686,2/26/2018,8,1,43
687,2/27/2018,8,1,44
688,2/28/2018,8,1,45
689,3/1/2018,8,1,46
690,3/2/2018,8,1,47
691,3/3/2018,8,1,48
692,3/4/2018,8,1,49
693,3/5/2018,8,1,50
694,3/6/2018,8,1,51
695,3/7/2018,8,1,52
696,3/8/2018,8,1,53
697,3/9/2018,8,1,54
698,3/10/2018,8,1,55
699,3/11/2018,8,1,56
700,3/12/2018,8,1,57
701,3/13/2018,8,1,58
702,3/14/2018,8,1,59
703,3/15/2018,8,1,60
704,3/16/2018,8,1,61
705,3/17/2018,8,1,62
706,3/18/2018,8,1,63
707,3/19/2018,8,1,64
708,3/20/2018,8,1,65
709,3/21/2018,8,1,66
710,3/22/2018,8,1,67
711,3/23/2018,8,1,68
712,3/24/2018,8,1,69
713,3/25/2018,8,1,70
714,3/26/2018,8,1,71
715,3/27/2018,8,1,72
716,3/28/2018,8,1,73
717,3/29/2018,8,1,74
718,3/30/2018,8,1,75
719,3/31/2018,8,1,76
720,1/1/2018,9,1,77
721,1/2/2018,9,1,78
722,1/3/2018,9,1,79
723,1/4/2018,9,1,80
724,1/5/2018,9,1,81
725,1/6/2018,9,1,82
726,1/7/2018,9,1,83
727,1/8/2018,9,1,84
728,1/9/2018,9,1,85
729,1/10/2018,9,1,86
730,1/11/2018,9,1,87
731,1/12/2018,9,1,88
732,1/13/2018,9,1,89
733,1/14/2018,9,1,90
734,1/15/2018,9,1,91
735,1/16/2018,9,1,92
736,1/17/2018,9,1,93
737,1/18/2018,9,1,94
738,1/19/2018,9,1,95
739,1/20/2018,9,1,96
740,1/21/2018,9,1,97
741,1/22/2018,9,1,98
742,1/23/2018,9,1,13
743,1/24/2018,9,1,14
744,1/25/2018,9,1,15
745,1/26/2018,9,1,16
746,1/27/2018,9,1,17
747,1/28/2018,9,1,18
748,1/29/2018,9,1,19
749,1/30/2018,9,1,20
750,1/31/2018,9,1,21
751,2/1/2018,9,1,22
752,2/2/2018,9,1,23
753,2/3/2018,9,1,24
754,2/4/2018,9,1,25
755,2/5/2018,9,1,26
756,2/6/2018,9,1,27
757,2/7/2018,9,1,28
758,2/8/2018,9,1,29
759,2/9/2018,9,1,30
760,2/10/2018,9,1,31
761,2/11/2018,9,1,32
762,2/12/2018,9,1,33
763,2/13/2018,9,1,34
764,2/14/2018,9,1,35
765,2/15/2018,9,1,36
766,2/16/2018,9,1,37
767,2/17/2018,9,1,38
768,2/18/2018,9,1,39
769,2/19/2018,9,1,40
770,2/20/2018,9,1,41
771,2/21/2018,9,1,42
772,2/22/2018,9,1,43
773,2/23/2018,9,1,44
774,2/24/2018,9,1,45
775,2/25/2018,9,1,46
776,2/26/2018,9,1,47
777,2/27/2018,9,1,48
778,2/28/2018,9,1,49
779,3/1/2018,9,1,50
780,3/2/2018,9,1,51
781,3/3/2018,9,1,52
782,3/4/2018,9,1,53
783,3/5/2018,9,1,54
784,3/6/2018,9,1,55
785,3/7/2018,9,1,56
786,3/8/2018,9,1,57
787,3/9/2018,9,1,58
788,3/10/2018,9,1,59
789,3/11/2018,9,1,60
790,3/12/2018,9,1,61
791,3/13/2018,9,1,62
792,3/14/2018,9,1,63
793,3/15/2018,9,1,64
794,3/16/2018,9,1,65
795,3/17/2018,9,1,66
796,3/18/2018,9,1,67
797,3/19/2018,9,1,68
798,3/20/2018,9,1,69
799,3/21/2018,9,1,70
800,3/22/2018,9,1,71
801,3/23/2018,9,1,72
802,3/24/2018,9,1,73
803,3/25/2018,9,1,74
804,3/26/2018,9,1,75
805,3/27/2018,9,1,76
806,3/28/2018,9,1,77
807,3/29/2018,9,1,78
808,3/30/2018,9,1,79
809,3/31/2018,9,1,80
810,1/1/2018,10,1,81
811,1/2/2018,10,1,82
812,1/3/2018,10,1,83
813,1/4/2018,10,1,84
814,1/5/2018,10,1,85
815,1/6/2018,10,1,86
816,1/7/2018,10,1,87
817,1/8/2018,10,1,88
818,1/9/2018,10,1,89
819,1/10/2018,10,1,90
820,1/11/2018,10,1,91
821,1/12/2018,10,1,92
822,1/13/2018,10,1,93
823,1/14/2018,10,1,94
824,1/15/2018,10,1,95
825,1/16/2018,10,1,96
826,1/17/2018,10,1,97
827,1/18/2018,10,1,98
828,1/19/2018,10,1,13
829,1/20/2018,10,1,14
830,1/21/2018,10,1,15
831,1/22/2018,10,1,16
832,1/23/2018,10,1,17
833,1/24/2018,10,1,18
834,1/25/2018,10,1,19
835,1/26/2018,10,1,20
836,1/27/2018,10,1,21
837,1/28/2018,10,1,22
838,1/29/2018,10,1,23
839,1/30/2018,10,1,24
840,1/31/2018,10,1,25
841,2/1/2018,10,1,26
842,2/2/2018,10,1,27
843,2/3/2018,10,1,28
844,2/4/2018,10,1,29
845,2/5/2018,10,1,30
846,2/6/2018,10,1,31
847,2/7/2018,10,1,32
848,2/8/2018,10,1,33
849,2/9/2018,10,1,34
850,2/10/2018,10,1,35
851,2/11/2018,10,1,36
852,2/12/2018,10,1,37
853,2/13/2018,10,1,38
854,2/14/2018,10,1,39
855,2/15/2018,10,1,40
856,2/16/2018,10,1,41
857,2/17/2018,10,1,42
858,2/18/2018,10,1,43
859,2/19/2018,10,1,44
860,2/20/2018,10,1,45
861,2/21/2018,10,1,46
862,2/22/2018,10,1,47
863,2/23/2018,10,1,48
864,2/24/2018,10,1,49
865,2/25/2018,10,1,50
866,2/26/2018,10,1,51
867,2/27/2018,10,1,52
868,2/28/2018,10,1,53
869,3/1/2018,10,1,54
870,3/2/2018,10,1,55
871,3/3/2018,10,1,56
872,3/4/2018,10,1,57
873,3/5/2018,10,1,58
874,3/6/2018,10,1,59
875,3/7/2018,10,1,60
876,3/8/2018,10,1,61
877,3/9/2018,10,1,62
878,3/10/2018,10,1,63
879,3/11/2018,10,1,64
880,3/12/2018,10,1,65
881,3/13/2018,10,1,66
882,3/14/2018,10,1,67
883,3/15/2018,10,1,68
884,3/16/2018,10,1,69
885,3/17/2018,10,1,70
886,3/18/2018,10,1,71
887,3/19/2018,10,1,72
888,3/20/2018,10,1,73
889,3/21/2018,10,1,74
890,3/22/2018,10,1,75
891,3/23/2018,10,1,76
892,3/24/2018,10,1,77
893,3/25/2018,10,1,78
894,3/26/2018,10,1,79
895,3/27/2018,10,1,80
896,3/28/2018,10,1,81
897,3/29/2018,10,1,82
898,3/30/2018,10,1,83
899,3/31/2018,10,1,84
900,1/1/2018,1,2,85
901,1/2/2018,1,2,86
902,1/3/2018,1,2,87
903,1/4/2018,1,2,88
904,1/5/2018,1,2,89
905,1/6/2018,1,2,90
906,1/7/2018,1,2,91
907,1/8/2018,1,2,92
908,1/9/2018,1,2,93
909,1/10/2018,1,2,94
910,1/11/2018,1,2,95
911,1/12/2018,1,2,96
912,1/13/2018,1,2,97
913,1/14/2018,1,2,98
914,1/15/2018,1,2,13
915,1/16/2018,1,2,14
916,1/17/2018,1,2,15
917,1/18/2018,1,2,16
918,1/19/2018,1,2,17
919,1/20/2018,1,2,18
920,1/21/2018,1,2,19
921,1/22/2018,1,2,20
922,1/23/2018,1,2,21
923,1/24/2018,1,2,22
924,1/25/2018,1,2,23
925,1/26/2018,1,2,24
926,1/27/2018,1,2,25
927,1/28/2018,1,2,26
928,1/29/2018,1,2,27
929,1/30/2018,1,2,28
930,1/31/2018,1,2,29
